DATE,CPD_ID,SERIES_ID,SMILES,pKi,LogD (pH 7.40),Solubility (pH 7.40) (uM)
2002-09-12,CPD_142,Indole,Cc1ccc(C)c2c1cc(C(=O)N(CC(=O)O)C1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.906446450927231,2.26,1.3
2002-09-12,CPD_143,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.539104757170906,0.77,2500.0
2002-09-12,CPD_144,Indole,CC(C)N1CCC(N(CC(=O)O)C(=O)c2cc3c(Cl)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.248412994917689,1.934,2.2
2002-09-18,CPD_145,Azole12,COC(=O)c1ccc2c(c1)c(C(=O)NC1CCN(C(C)C)CC1)nn2Cc1cc(-c2ccc(Cl)s2)on1,7.100945932001829,1.855,65.0
2002-09-24,CPD_146,Indole,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)s2)CC1,7.823908740944318,1.184,1900.0
2002-09-25,CPD_147,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccc(C(=O)O)cc23)CC1,7.448492024705923,0.885,4.0
2002-09-25,CPD_148,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(N)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.437707135543524,0.497,390.0
2002-09-26,CPD_149,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(S(C)(=O)=O)ccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,7.638272163982406,-0.315,4100.0
2002-09-27,CPD_150,Indole,CC(C)N1CCC(NC(=O)c2nc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,8.508638306165727,2.678,120.0
2002-09-27,CPD_151,Azole12,CC(C)N1CCC(NC(=O)c2nn(CC(=O)Nc3ccc(Cl)cn3)c3ccccc23)CC1,7.0655015487564325,0.869,1100.0
2002-09-27,CPD_152,Indole,CC(C)N1CCC(NC(=O)c2nc3ccccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,8.860120913598761,2.307,280.0
2002-09-27,CPD_153,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC3CCC3)nn2CC(=O)Nc2ccc(Cl)cn2)CC1,7.795880017344074,-1.166,41000.0
2002-10-08,CPD_154,Indole,CC(C)N1CCC(NC(=O)c2cc3c(CO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.69917095848953,0.769,2500.0
2002-10-08,CPD_155,Indole,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)OCOC(=O)C(C)(C)C)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.884021687903161,3.166,45.0
2002-10-10,CPD_156,Azole12,COC(=O)c1ccc2c(C(=O)NC3CCN(C(C)C)CC3)nn(Cc3cc(-c4ccc(Cl)s4)on3)c2c1,7.453968102380564,1.847,67.0
2002-10-10,CPD_157,Azole12,COC(=O)c1cccc2c(C(=O)NC3CCN(C(C)C)CC3)nn(Cc3cc(-c4ccc(Cl)s4)on3)c12,7.75774509188147,1.855,65.0
2002-10-10,CPD_158,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(-c4noc(O)n4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.241028140652821,0.316,300.0
2002-10-10,CPD_159,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3cc(C(=O)O)ccc23)CC1,6.672783613397616,0.885,4.0
2002-10-10,CPD_160,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3c(C(=O)O)cccc23)CC1,6.558418876899703,0.884,4.0
2002-10-14,CPD_161,Indole,CC(OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,7.775875699337304,3.512,26.0
2002-10-14,CPD_162,Indole,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,7.038792987927183,3.499,26.0
2002-10-15,CPD_163,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccccc23)CC1,8.221848749616356,1.836,110.0
2002-10-15,CPD_164,Indole,CC(C)N1CCC(NC(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,9.15490195998574,3.124,26.0
2002-10-15,CPD_165,Azole12,COC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(CC(=O)Nc2ccc(Cl)cn2)n1,8.0,-0.742,94000.0
2002-10-18,CPD_166,Azole12,CC(C)N1CCC(NC(=O)c2cc(-c3nnc(O)o3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.802861460692985,-1.837,4700.0
2002-10-18,CPD_167,Indole,CCOC(=O)OC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.379858950006579,2.914,58.0
2002-10-21,CPD_168,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(Cl)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,8.522878745280337,1.704,2300.0
2002-10-22,CPD_169,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,8.397940008672036,0.738,14.0
2002-10-22,CPD_170,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(S(C)(=O)=O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,7.721246399047171,-0.686,15000.0
2002-10-22,CPD_171,Indole,CCOC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.958607314841775,2.492,130.0
2002-10-22,CPD_172,Indole,CN(C)C1CCN(C(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,5.682981898951888,0.737,5600.0
2002-10-22,CPD_173,Indole,CC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cc1,8.096910013008056,2.236,630.0
2002-10-23,CPD_174,Indole,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)O)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.252211181597415,1.328,5.5
2002-10-23,CPD_175,Indole,CCOC(=O)OC(C)OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.169093657231368,2.927,56.0
2002-10-28,CPD_176,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(N)=O)cnc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.154135053330325,0.71,550.0
2002-10-30,CPD_177,Indole,CC(C)N1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,6.647522179371336,2.16,190.0
2002-10-30,CPD_178,Indole,O=C(NC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,7.8988566735082495,1.282,330.0
2002-10-30,CPD_179,Indole,CC(C)OC(=O)COc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.482285130907725,2.057,140.0
2002-10-30,CPD_180,Indole,CC(C)CN1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,6.456428704314634,2.966,47.0
2002-10-31,CPD_181,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.29537844407021,0.774,4.7
2002-11-08,CPD_182,Indole,CC(C)N1CCC(NC(=O)c2cc3c(-c4nnc(O)o4)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.565666027548763,0.305,310.0
2002-11-11,CPD_183,Indole,CC(C)N1CC(NC(=O)c2cc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,6.298306636043984,1.025,8.9
2002-11-12,CPD_184,Indole,CCOC(=O)COc1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.014834466746382,1.723,260.0
2002-11-14,CPD_185,Indole,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CCN(c3ccncc3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.272904451072003,1.378,1.9
2002-11-18,CPD_186,Indole,Cc1oc(=O)oc1COC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.751424555868818,3.186,9.7
2002-11-20,CPD_187,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.7355376750751255,-1.441,7100.0
2002-11-20,CPD_188,Azole12,COCCNC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,7.080965016686024,-1.432,24000.0
2002-11-20,CPD_189,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC3CCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.973480656788145,-0.514,1600.0
2002-11-20,CPD_190,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCS(N)(=O)=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.326771638387265,-2.637,8800.0
2002-11-20,CPD_191,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC3CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.208476962479575,-1.077,2700.0
2002-11-20,CPD_192,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCOCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.999875423625589,-2.431,34000.0
2002-11-21,CPD_193,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC#N)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.388887500848936,-2.468,5600.0
2002-11-21,CPD_194,Indole,Cc1oc(=O)oc1COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.959134131648544,3.174,10.0
2002-11-26,CPD_195,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCCOCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.074633236830609,-2.045,24000.0
2002-11-26,CPD_196,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC4(CCCC4)CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.030355816857726,0.624,1000.0
2002-11-26,CPD_197,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N(C)CC(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.0756076397072825,-2.718,970.0
2002-11-26,CPD_198,Azole12,COCCN(CCOC)C(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,6.734636079850172,-1.868,210000.0
2002-11-26,CPD_199,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC(O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.889119979439584,-3.011,82000.0
2002-11-26,CPD_200,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCCC3C(F)(F)F)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.141884597871972,-0.95,1900.0
2002-11-26,CPD_201,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCNC(=O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.0911289836769935,-3.989,39000.0
2002-11-27,CPD_202,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCN(CCO)C3=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.325344292641253,-3.356,30000.0
2002-11-27,CPD_203,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCN(CCO)CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.582375352804654,-2.256,240000.0
2002-11-27,CPD_204,Indole,CC(C)N1CC(CNC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,6.076207366958112,1.854,360.0
2002-11-27,CPD_205,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC(O)CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.788250224637267,-2.338,46000.0
2002-11-27,CPD_206,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC(CO)CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.702635634489476,-2.064,28000.0
2002-11-27,CPD_207,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N(C)C3CCS(=O)(=O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.9103955978015605,-2.99,3600.0
2002-11-27,CPD_208,Indole,O=C(NC1CN(c2cc[n+]([O-])cc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,6.958484264913549,1.058,17.0
2002-11-27,CPD_209,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCSCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.9607351756432445,-1.551,5800.0
2002-11-27,CPD_210,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC(S(C)(=O)=O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.838842527601036,-3.356,15000.0
2002-11-27,CPD_211,Indole,O=C(NCC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,6.3534054275619685,1.589,190.0
2002-11-28,CPD_212,Indole,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CN(c3ccncc3)C1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.357124809567776,0.473,7.5
2002-12-03,CPD_213,Indole,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,6.766833998879921,4.442,4.4
2002-12-03,CPD_214,Azole12,CCOC(=O)OC(C)OC(=O)c1ccc2c(c1)c(C(=O)NC1CCN(C(C)C)CC1)nn2Cc1cc(-c2ccc(Cl)s2)on1,7.089505411791975,2.81,13.0
2002-12-10,CPD_215,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCC(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.200171158792312,-2.125,390.0
2002-12-10,CPD_216,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCC(N)=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.250052754420023,-2.162,12000.0
2002-12-10,CPD_217,Azole12,COC[C@H]1CC[C@H](COC)N1C(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,6.361204826066502,-2.244,30000.0
2002-12-10,CPD_218,Azole12,COC[C@@H]1CCCN1C(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,6.822192589918971,-1.842,14000.0
2002-12-10,CPD_219,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC3=NCCO3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.002551076175133,-1.957,6200.0
2002-12-10,CPD_220,Azole12,CONC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,7.0155324740659,-0.415,2100.0
2002-12-10,CPD_221,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CC[C@H]3C(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.867037126117844,-3.117,1800.0
2002-12-10,CPD_222,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC[C@H]3C(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.836569501692471,-2.851,1200.0
2002-12-10,CPD_223,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC[C@H]3CO)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.042916514862671,-2.48,40000.0
2002-12-10,CPD_224,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCCO)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.099490383069693,-1.854,44000.0
2002-12-10,CPD_225,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)O)n(Cc3cc(-c4ccc(Cl)s4)on3)n2)CC1,6.7336640787687,-0.897,60.0
2002-12-10,CPD_226,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCN3CCOCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.737782010354961,-2.254,80000.0
2002-12-10,CPD_227,Azole12,CCOC(=O)C1CCN(C(=O)c2cc(C(=O)NC3CCN(C(C)C)CC3)n(Cc3cc(-c4ccc(Cl)s4)on3)n2)CC1,6.751143714494228,-0.91,3300.0
2002-12-10,CPD_228,Azole12,CCOC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)nn1Cc1cc(-c2ccc(Cl)s2)on1,6.871647860363432,0.622,1200.0
2002-12-10,CPD_229,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC(F)(F)CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.73576734840503,-1.448,7400.0
2002-12-12,CPD_230,Indole,CC(=O)OC(C)OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.511485911186401,2.282,120.0
2002-12-12,CPD_231,Indole,COC(=O)OC(C)OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.461576052793525,2.396,110.0
2002-12-13,CPD_232,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCSC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.942031401066665,-1.924,7900.0
2002-12-13,CPD_233,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC3CCS(=O)(=O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.1234585828004064,-2.551,560.0
2002-12-13,CPD_234,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3cccc(C#N)c23)CC1,8.002682416592064,1.36,38.0
2002-12-13,CPD_235,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCN3CCNC3=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.080203212145998,-1.77,3000.0
2002-12-13,CPD_236,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC(C(=O)O)C(F)(F)F)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.093978452725853,0.392,8.4
2002-12-13,CPD_237,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCC(F)(F)F)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.067339741563224,-0.133,2300.0
2002-12-13,CPD_238,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC[Si](C)(C)C)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.826715114891704,0.103,330.0
2002-12-13,CPD_239,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCCN3CCCC3=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.055246418976374,-1.533,5000.0
2002-12-13,CPD_240,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC(N4CCCC4=O)CC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.841825245051589,-2.017,5400.0
2002-12-13,CPD_241,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCC3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.196640744411589,-2.005,12000.0
2002-12-13,CPD_242,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCOC3=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.039940675375979,-2.151,7100.0
2002-12-16,CPD_243,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NS(C)(=O)=O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.84782037490878,-1.855,4100.0
2002-12-16,CPD_244,Indole,COC(=O)c1cnc2[nH]c(C(=O)N(Cc3cc(-c4ccc(Cl)s4)on3)C3CCN(C(C)C)CC3)cc2c1,5.573277755491124,2.055,2000.0
2003-01-08,CPD_245,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CCSC3C(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.130339026105937,-2.756,1000.0
2003-01-08,CPD_246,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CC(C(=O)O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.412250152651595,-3.144,1800.0
2003-01-09,CPD_247,Indole,CC(C)N1CCC(NC(=O)c2nc3cccnc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,5.661354113834105,1.816,180.0
2003-01-14,CPD_248,Azole12,CCCc1c(C#N)c(C(=O)N2CCC(N3CCCC3=O)CC2)nn1Cc1cc(-c2ccc(Cl)s2)on1,6.934318844972651,1.525,1.7
2003-01-14,CPD_249,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N3CC(O)C3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.096728736819044,-3.101,92000.0
2003-01-14,CPD_250,Indole,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(N2CCCC2=O)CC1,5.3541848817033575,2.607,2.1
2003-01-14,CPD_251,Indole,CS(=O)(=O)c1ccc2c(c1)cc(C(=O)N1CCC(N3CCCC3=O)CC1)n2CC(=O)Nc1ccc(Cl)cn1,4.811246674833189,-0.078,82.0
2003-01-14,CPD_252,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)NCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.485851597943018,0.126,4400.0
2003-01-14,CPD_253,Indole,O=C(Cn1c(C(=O)N2CCC(N3CCCC3=O)CC2)cc2cc(F)cc(F)c21)Nc1ccc(Cl)cn1,5.097181531917746,1.868,6.7
2003-01-15,CPD_254,Azole12,CCOC(=O)[C@@H](NC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1)C(C)C,6.645611125249685,0.279,1100.0
2003-01-15,CPD_255,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCC(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.439693755210032,-2.481,670.0
2003-01-15,CPD_256,Azole12,Cc1oc(=O)oc1COC(=O)c1ccc2c(c1)c(C(=O)NC1CCN(C(C)C)CC1)nn2Cc1cc(-c2ccc(Cl)s2)on1,7.384560133934978,3.069,6.0
2003-01-15,CPD_257,Azole12,CCOC(=O)CNC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,7.053460302487615,-0.947,7900.0
2003-01-20,CPD_258,Azole12,CC(C)[C@H](NC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1)C(=O)O,6.887193982733114,-1.255,100.0
2003-01-21,CPD_259,Indole,CCOC(=O)COc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.786078497147232,1.709,270.0
2003-01-22,CPD_260,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3cccc(-c4noc(=O)[nH]4)c23)CC1,8.155597945328196,0.239,170.0
2003-01-24,CPD_261,Azole12,O=C(Nc1ccc(N2CCCC2=O)cc1)c1nn(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12,7.728519104281392,3.649,0.6
2003-01-24,CPD_262,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(-c4n[nH]c(=O)o4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.47507906364847,0.297,310.0
2003-01-24,CPD_263,Azole12,O=C(Cn1nc(C(=O)Nc2ccc(N3CCCC3=O)cc2)c2ccccc21)Nc1ccc(Cl)cn1,5.479325707418537,2.683,5.9
2003-02-04,CPD_264,Indole,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CCN(c3ccncc3F)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,6.152047028144875,1.713,1.2
2003-02-04,CPD_265,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)N(CCO)CCO)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.973455013363815,-3.144,550000.0
2003-02-04,CPD_266,Azole12,O=C(Cn1nc(C(=O)N2CCC(N3CCCC3=O)CC2)c2ccccc21)Nc1ccc(Cl)cn1,5.052583924748378,1.2,41.0
2003-02-04,CPD_267,Azole12,O=C(c1nn(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12)N1CCC(N2CCCC2=O)CC1,6.685270954203497,2.166,4.2
2003-02-10,CPD_268,Indole,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,8.121864563232531,0.993,8500.0
2003-02-11,CPD_269,Azole12,O=C(Nc1ccc(N2CCCCC2)cc1)c1nn(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12,5.105259279751953,5.235,0.2
2003-02-11,CPD_270,Azole12,O=C(Nc1ccc(-c2c[nH]cn2)cc1)c1nn(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12,6.731695530502945,3.923,0.4
2003-02-11,CPD_271,Azole12,O=C(Nc1ccc(N2CCOCC2)cc1)c1nn(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12,6.559740191705986,3.614,1.1
2003-02-11,CPD_272,Indole,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cn2)cc1,7.664052414655828,4.294,0.1
2003-02-13,CPD_273,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC(CO)(CO)CO)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.7537476877006775,-1.688,25000.0
2003-02-19,CPD_274,Azole12,CC(C)N1CCC(NC(=O)c2cc(-c3ccco3)n(Cc3cc(-c4ccc(Cl)s4)on3)n2)CC1,7.368114524448409,1.093,280.0
2003-02-19,CPD_275,Azole12,O=C(Cn1nc(C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)c2ccccc21)Nc1ccc(Cl)cn1,5.0,1.616,28.0
2003-02-19,CPD_276,Azole12,O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)c1nn(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12,5.0,4.128,0.5
